"RK",TIERS,"PLAYER NAME",TEAM,"POS","BYE WEEK","UPSIDE ","BUST ","SOS SEASON","ECR VS. ADP"
"263",9,"Kaleb Johnson",PIT,"RB91","9","2 out of 5","5 out of 5","2 out of 5 stars","-"
"264",10,"Mack Hollins",NE,"WR103","11","-","-","2 out of 5 stars","-"
"265",10,"Tahj Brooks",CIN,"RB92","6","-","-","2 out of 5 stars","-"
"266",10,"Cyrus Allen",KC,"WR104","5","4 out of 5","4 out of 5","2 out of 5 stars","-54"
"267",10,"Isaac Guerendo",SF,"RB93","8","-","-","2 out of 5 stars","-"
"268",10,"Mike Gesicki",CIN,"TE36","6","-","-","3 out of 5 stars","-65"
"269",10,"Kyle Williams",NE,"WR105","11","-","-","2 out of 5 stars","-"
"270",10,"Jerome Ford",WAS,"RB94","7","2 out of 5","4 out of 5","4 out of 5 stars","-"
"271",10,"Jarquez Hunter",LAR,"RB95","11","-","-","5 out of 5 stars","-29"
"272",10,"Isaiah Bond",CLE,"WR106","11","-","-","3 out of 5 stars","-"
"273",10,"Jaleel McLaughlin",DEN,"RB96","10","-","-","2 out of 5 stars","-"
"274",10,"Audric Estime",NO,"RB97","8","-","-","3 out of 5 stars","-35"
"275",10,"Skyler Bell",BUF,"WR107","7","-","-","4 out of 5 stars","-10"
"276",10,"Brandon Aiyuk",SF,"WR108","8","2 out of 5","5 out of 5","2 out of 5 stars","-27"
"277",10,"Will Shipley",PHI,"RB98","10","-","-","4 out of 5 stars","-"
"278",10,"Jake Tonges",SF,"TE37","8","-","-","3 out of 5 stars","-59"
"279",10,"Tyreek Hill",FA,"WR109","-","1 out of 5","5 out of 5","-","-55"
"280",10,"Andrei Iosivas",CIN,"WR110","6","-","-","4 out of 5 stars","-"
"281",10,"Darnell Washington",PIT,"TE38","9","-","-","2 out of 5 stars","-41"
"282",10,"Oscar Delp",NO,"TE39","8","4 out of 5","4 out of 5","2 out of 5 stars","-"
"283",10,"Darren Waller",CAR,"TE40","5","-","-","2 out of 5 stars","-37"
"284",10,"Michael Mayer",LV,"TE41","13","-","-","3 out of 5 stars","-54"
"285",10,"Kareem Hunt",FA,"RB99","-","-","-","-","-"
"286",10,"Jahan Dotson",ATL,"WR111","11","-","-","3 out of 5 stars","-"
"287",10,"Joe Mixon",FA,"RB100","-","-","-","-","-"
"288",10,"Elijah Arroyo",SEA,"TE42","11","-","-","3 out of 5 stars","-33"
"289",10,"Jalen Tolbert",MIA,"WR112","6","-","-","3 out of 5 stars","-"
"290",10,"DeMario Douglas",NE,"WR113","11","-","-","2 out of 5 stars","-"
"291",10,"Erick All Jr.",CIN,"TE43","6","-","-","3 out of 5 stars","-"
"292",10,"Eli Raridon",NE,"TE44","11","-","-","4 out of 5 stars","-36"
"293",10,"Cedric Tillman",CLE,"WR114","11","-","-","3 out of 5 stars","-"
"294",10,"Noah Gray",KC,"TE45","5","-","-","4 out of 5 stars","-"
"295",10,"Tyler Higbee",LAR,"TE46","11","-","-","4 out of 5 stars","-"
"296",10,"Bryce Lance",NO,"WR115","8","-","-","3 out of 5 stars","-"
"297",11,"Konata Mumpfield",LAR,"WR116","11","-","-","1 out of 5 stars","-"
"298",11,"Cole Kmet",CHI,"TE47","10","-","-","2 out of 5 stars","-"
"299",11,"Dawson Knox",BUF,"TE48","7","-","-","3 out of 5 stars","-"
"300",11,"Calvin Austin III",NYG,"WR117","8","-","-","4 out of 5 stars","-"
"301",11,"Tez Johnson",TB,"WR118","10","-","-","4 out of 5 stars","-"
"302",11,"Xavier Hutchinson",HOU,"WR119","8","-","-","3 out of 5 stars","-"
"303",11,"Charlie Kolar",LAC,"TE49","7","-","-","4 out of 5 stars","-"
"304",11,"Max Klare",LAR,"TE50","11","-","-","4 out of 5 stars","-"
"305",11,"Luke McCaffrey",WAS,"WR120","7","-","-","2 out of 5 stars","-"
"306",11,"Chris Brazzell II",CAR,"WR121","5","-","-","2 out of 5 stars","-"
"307",11,"Bam Knight",ARI,"RB101","14","-","-","2 out of 5 stars","-"
"308",11,"Jalen Royals",KC,"WR122","5","-","-","2 out of 5 stars","-"
"309",11,"Olamide Zaccheaus",ATL,"WR123","11","-","-","3 out of 5 stars","-"
"310",11,"Joshua Palmer",BUF,"WR124","7","-","-","4 out of 5 stars","-"
"311",11,"Ja'Tavion Sanders",CAR,"TE51","5","-","-","2 out of 5 stars","-"
"312",11,"Brenen Thompson",LAC,"WR125","7","-","-","2 out of 5 stars","-"
"313",11,"Kendrick Bourne",ARI,"WR126","14","-","-","2 out of 5 stars","-"
"314",11,"Eli Heidenreich",PIT,"RB102","9","-","-","2 out of 5 stars","-"
"315",11,"Justin Joly",DEN,"TE52","10","-","-","4 out of 5 stars","-"
"316",11,"Carson Beck",ARI,"QB36","14","-","-","2 out of 5 stars","-124"
"317",11,"Treylon Burks",WAS,"WR127","7","-","-","2 out of 5 stars","-"
"318",11,"Michael Carter",TEN,"RB103","9","-","-","3 out of 5 stars","-"
"319",11,"J.J. McCarthy",MIN,"QB37","6","-","-","5 out of 5 stars","-88"
"320",11,"Dont'e Thornton Jr.",LV,"WR128","13","-","-","2 out of 5 stars","-"
"321",11,"Jawhar Jordan",HOU,"RB104","8","-","-","4 out of 5 stars","-"
"322",11,"Kalif Raymond",CHI,"WR129","10","-","-","3 out of 5 stars","-"
"323",11,"Tommy Tremble",CAR,"TE53","5","-","-","2 out of 5 stars","-"
"324",11,"Kevin Coleman Jr.",MIA,"WR130","6","-","-","3 out of 5 stars","-"
"325",11,"Noah Fant",NO,"TE54","8","-","-","2 out of 5 stars","-"
"326",11,"Roman Wilson",PIT,"WR131","9","-","-","3 out of 5 stars","-"
"327",11,"KaVontae Turpin",DAL,"WR132","14","-","-","2 out of 5 stars","-"
"328",11,"Phil Mafah",DAL,"RB105","14","-","-","4 out of 5 stars","-"
"329",11,"Malik Benson",LV,"WR133","13","-","-","2 out of 5 stars","-"
"330",11,"Raheim Sanders",CLE,"RB106","11","-","-","3 out of 5 stars","-"
"331",11,"J'Mari Taylor",JAC,"RB107","7","-","-","4 out of 5 stars","-"
"332",11,"Jam Miller",NE,"RB108","11","-","-","2 out of 5 stars","-"
"333",11,"Savion Williams",GB,"WR134","11","-","-","5 out of 5 stars","-"
"334",11,"Jaylin Lane",WAS,"WR135","7","-","-","2 out of 5 stars","-"
"335",11,"John Metchie III",CAR,"WR136","5","-","-","2 out of 5 stars","-"
"336",11,"Roschon Johnson",CHI,"RB109","10","-","-","2 out of 5 stars","-"
"337",11,"Demarcus Robinson",SF,"WR137","8","-","-","2 out of 5 stars","-"
"338",11,"Luke Musgrave",GB,"TE55","11","-","-","2 out of 5 stars","-"
"339",11,"Ben Sinnott",WAS,"TE56","7","-","-","1 out of 5 stars","-"
"340",11,"CJ Daniels",LAR,"WR138","11","-","-","1 out of 5 stars","-"
"341",11,"Austin Ekeler",FA,"RB110","-","-","-","-","-"
"342",11,"Jordan Whittington",LAR,"WR139","11","-","-","1 out of 5 stars","-"
"343",11,"Mitchell Evans",CAR,"TE57","5","-","-","2 out of 5 stars","-"
"344",11,"Daniel Bellinger",TEN,"TE58","9","-","-","3 out of 5 stars","-"
"345",11,"Colbie Young",CIN,"WR140","6","-","-","4 out of 5 stars","-"
"346",11,"Nick Westbrook-Ikhine",IND,"WR141","13","-","-","4 out of 5 stars","-"
"347",11,"Devontez Walker",BAL,"WR142","13","-","-","4 out of 5 stars","-"
"348",11,"Austin Hooper",ATL,"TE59","11","-","-","3 out of 5 stars","-"
"349",11,"Rasheen Ali",BAL,"RB111","13","-","-","3 out of 5 stars","-"
"350",11,"Zavion Thomas",CHI,"WR143","10","-","-","3 out of 5 stars","-"
"351",11,"John Bates",WAS,"TE60","7","-","-","1 out of 5 stars","-"
"352",11,"Mac Jones",SF,"QB38","8","-","-","1 out of 5 stars","-107"
"353",11,"Barion Brown",NO,"WR144","8","-","-","3 out of 5 stars","-"
"354",11,"Ashton Dulin",IND,"WR145","13","-","-","4 out of 5 stars","-"
"355",11,"Greg Dortch",DET,"WR146","6","-","-","4 out of 5 stars","-"
"356",11,"Damien Martinez",GB,"RB112","11","-","-","4 out of 5 stars","-"
"357",11,"Kyle Juszczyk",SF,"RB113","8","-","-","2 out of 5 stars","-"
"358",11,"Tutu Atwell",MIA,"WR147","6","-","-","3 out of 5 stars","-"
"359",11,"Ty Simpson",LAR,"QB39","11","-","-","3 out of 5 stars","-137"
"360",11,"Robert Henry Jr.",WAS,"RB114","7","-","-","4 out of 5 stars","-"
"361",12,"Zach Ertz",FA,"TE61","-","-","-","-","-"
"362",12,"Zavier Scott",MIN,"RB115","6","-","-","4 out of 5 stars","-"
"363",12,"Elijah Higgins",ARI,"TE62","14","-","-","2 out of 5 stars","-"
"364",12,"Dameon Pierce",PHI,"RB116","10","-","-","4 out of 5 stars","-"
"365",12,"Will Kacmarek",MIA,"TE63","6","-","-","5 out of 5 stars","-"
"366",12,"Terrell Jennings",FA,"RB117","-","-","-","-","-"
"367",12,"Sione Vaki",DET,"RB118","6","-","-","5 out of 5 stars","-"
"368",12,"Anthony Richardson Sr.",IND,"QB40","13","-","-","4 out of 5 stars","-101"
"369",12,"Justin Fields",KC,"QB41","5","-","-","2 out of 5 stars","-111"
"370",12,"Jameis Winston",NYG,"QB42","8","-","-","4 out of 5 stars","-"
"371",12,"Joe Milton III",DAL,"QB43","14","-","-","2 out of 5 stars","-102"
"372",12,"Tim Patrick",NYJ,"WR148","13","-","-","4 out of 5 stars","-"
"373",12,"Odell Beckham Jr.",NYG,"WR149","8","-","-","4 out of 5 stars","-105"
"374",12,"Khalil Herbert",SF,"RB119","8","-","-","2 out of 5 stars","-"
"375",12,"Tommy Myers",FA,"TE64","-","-","-","-","-"
"376",12,"Tyler Goodson",ATL,"RB120","11","-","-","2 out of 5 stars","-"
"377",12,"Matt Hibner",BAL,"TE65","13","-","-","4 out of 5 stars","-"
"378",12,"Ty Chandler",NO,"RB121","8","-","-","3 out of 5 stars","-"
"379",12,"Antonio Gibson",FA,"RB122","-","-","-","-","-"
"380",12,"Ronnie Rivers",LAR,"RB123","11","-","-","5 out of 5 stars","-"
"381",12,"Jeremy McNichols",WAS,"RB124","7","-","-","4 out of 5 stars","-"
"382",12,"Hunter Luepke",DAL,"RB125","14","-","-","4 out of 5 stars","-"
"383",12,"Tanner Koziol",JAC,"TE66","7","-","-","3 out of 5 stars","-"
"384",12,"Noah Whittington",HOU,"RB126","8","-","-","4 out of 5 stars","-"
"385",12,"Marlin Klein",HOU,"TE67","8","-","-","4 out of 5 stars","-"
"386",12,"Josh Oliver",MIN,"TE68","6","-","-","4 out of 5 stars","-"
"387",12,"Jonnu Smith",FA,"TE69","-","-","-","-","-"
"388",12,"Jeremy Ruckert",NYJ,"TE70","13","-","-","4 out of 5 stars","-"
"389",12,"Dylan Laube",LV,"RB127","13","-","-","2 out of 5 stars","-"
"390",12,"Adam Trautman",DEN,"TE71","10","-","-","4 out of 5 stars","-"
"391",12,"Jackson Hawes",BUF,"TE72","7","-","-","3 out of 5 stars","-"
"392",12,"Mitch Tinsley",CIN,"WR150","6","-","-","4 out of 5 stars","-"
"393",12,"Luke Schoonmaker",DAL,"TE73","14","-","-","2 out of 5 stars","-"
"394",12,"Foster Moreau",HOU,"TE74","8","-","-","4 out of 5 stars","-"
"395",12,"Durham Smythe",BAL,"TE75","13","-","-","4 out of 5 stars","-"
"396",12,"Tai Felton",MIN,"WR151","6","-","-","5 out of 5 stars","-"
"397",12,"Van Jefferson",WAS,"WR152","7","-","-","2 out of 5 stars","-"
"398",12,"Reggie Gilliam",NE,"RB128","11","-","-","2 out of 5 stars","-"
"399",12,"Riley Leonard",IND,"QB44","13","-","-","4 out of 5 stars","-139"
"400",12,"Deion Burks",IND,"WR153","13","-","-","4 out of 5 stars","-"
"401",12,"Isaiah Williams",FA,"WR154","-","-","-","-","-"
"402",12,"Jahdae Walker",CHI,"WR155","10","-","-","3 out of 5 stars","-"
"403",12,"Dyami Brown",WAS,"WR156","7","-","-","2 out of 5 stars","-"
"404",12,"Jacob Cowing",SF,"WR157","8","-","-","2 out of 5 stars","-"
"405",12,"Jimmy Horn Jr.",CAR,"WR158","5","-","-","2 out of 5 stars","-"
"406",12,"KeAndre Lambert-Smith",LAC,"WR159","7","-","-","2 out of 5 stars","-"
"407",12,"Lil'Jordan Humphrey",DEN,"WR160","10","-","-","2 out of 5 stars","-"
"408",12,"Marquez Valdes-Scantling",DAL,"WR161","14","-","-","2 out of 5 stars","-"
"409",12,"Jalen Reagor",MIA,"WR162","6","-","-","3 out of 5 stars","-"
"410",12,"Xavier Restrepo",TEN,"WR163","9","-","-","3 out of 5 stars","-"
"411",12,"Miles Sanders",FA,"RB129","-","-","-","-","-"
"412",12,"Roman Hemby",LV,"RB130","13","-","-","2 out of 5 stars","-"
"413",12,"Sam Roush",CHI,"TE76","10","-","-","2 out of 5 stars","-"
"414",12,"Tyler Conklin",DET,"TE77","6","-","-","3 out of 5 stars","-"
"415",12,"Donovan Edwards",MIA,"RB131","6","-","-","3 out of 5 stars","-"
"416",12,"Jacob Saylors",DET,"RB132","6","-","-","5 out of 5 stars","-"
"417",12,"Jaydn Ott",KC,"RB133","5","-","-","3 out of 5 stars","-"
"418",12,"Frank Gore Jr.",BUF,"RB134","7","-","-","2 out of 5 stars","-"
"419",12,"Jaret Patterson",LAC,"RB135","7","-","-","3 out of 5 stars","-"
"420",12,"Travis Homer",PIT,"RB136","9","-","-","2 out of 5 stars","-"
"421",12,"Mo Alie-Cox",IND,"TE78","13","-","-","3 out of 5 stars","-"
"422",12,"Myles Montgomery",FA,"RB137","-","-","-","-","-"
"423",12,"Josh Cuevas",BAL,"TE79","13","-","-","4 out of 5 stars","-"
"424",12,"Cade Stover",HOU,"TE80","8","-","-","4 out of 5 stars","-"
"425",12,"Nate Boerkircher",JAC,"TE81","7","-","-","3 out of 5 stars","-"
"426",12,"Alec Ingold",LAC,"RB138","7","-","-","3 out of 5 stars","-"
"427",12,"Scotty Miller",CHI,"WR164","10","-","-","3 out of 5 stars","-"
"428",12,"Nate Adkins",DEN,"TE82","10","-","-","4 out of 5 stars","-"
"429",12,"Tanner Hudson",CIN,"TE83","6","-","-","3 out of 5 stars","-"
"430",12,"Elijah Mitchell",FA,"RB139","-","-","-","-","-"
"431",12,"Jake Bobo",SEA,"WR165","11","-","-","3 out of 5 stars","-"
"432",12,"Cedrick Wilson Jr.",DET,"WR166","6","-","-","4 out of 5 stars","-"
"433",12,"Max Bredeson",MIN,"RB140","6","-","-","4 out of 5 stars","-"
"434",12,"Xavier Smith",LAR,"WR167","11","-","-","1 out of 5 stars","-"
"435",12,"Patrick Ricard",NYG,"RB141","8","-","-","4 out of 5 stars","-"
"436",12,"Adam Prentice",DEN,"RB142","10","-","-","2 out of 5 stars","-"
"437",12,"Derius Davis",LAC,"WR168","7","-","-","2 out of 5 stars","-"
"438",12,"Michael Burton",CLE,"RB143","11","-","-","3 out of 5 stars","-"
"439",12,"British Brooks",HOU,"RB144","8","-","-","4 out of 5 stars","-"
"440",12,"Reggie Virgil",ARI,"WR169","14","-","-","2 out of 5 stars","-"
"441",12,"Marcus Mariota",WAS,"QB45","7","-","-","2 out of 5 stars","-"
"442",12,"Noah Brown",LV,"WR170","13","-","-","2 out of 5 stars","-"
"443",12,"Cade Klubnik",NYJ,"QB46","13","-","-","4 out of 5 stars","-181"
"444",12,"Joe Flacco",CIN,"QB47","6","-","-","3 out of 5 stars","-"
"445",12,"Myles Price",MIN,"WR171","6","-","-","5 out of 5 stars","-"
"446",12,"Jalen Brooks",ARI,"WR172","14","-","-","2 out of 5 stars","-"
"447",12,"Brycen Tremayne",CAR,"WR173","5","-","-","2 out of 5 stars","-"
"448",12,"Efton Chism III",NE,"WR174","11","-","-","2 out of 5 stars","-"
"449",12,"Tyrod Taylor",GB,"QB48","11","-","-","4 out of 5 stars","-"
"450",12,"Theo Wease Jr.",MIA,"WR175","6","-","-","3 out of 5 stars","-"
"451",12,"Justin Watson",HOU,"WR176","8","-","-","3 out of 5 stars","-"
"452",12,"Michael Woods II",DEN,"WR177","10","-","-","2 out of 5 stars","-"
"453",12,"Chris Blair",ATL,"WR178","11","-","-","3 out of 5 stars","-"
"454",12,"Taysom Hill",FA,"TE84","-","-","-","-","-"
"455",12,"Tyler Lockett",LV,"WR179","13","-","-","2 out of 5 stars","-"
"456",12,"DeAndre Hopkins",BAL,"WR180","13","-","-","4 out of 5 stars","-"
"457",12,"David Sills V",TB,"WR181","10","-","-","4 out of 5 stars","-"
"458",12,"Isaiah Williams",NYJ,"WR182","13","-","-","4 out of 5 stars","-"
"459",12,"Jelani Woods",NYJ,"TE85","13","-","-","4 out of 5 stars","-"
"460",13,"Michael Trigg",DAL,"TE86","14","-","-","2 out of 5 stars","-"
"461",13,"Moliki Matavao",NO,"TE87","8","-","-","2 out of 5 stars","-"
"462",13,"Jeshaun Jones",MIN,"WR183","6","-","-","5 out of 5 stars","-"
"463",13,"Miles Kitselman",FA,"TE88","-","-","-","-","-"
"464",13,"Jack Endries",CIN,"TE89","6","-","-","3 out of 5 stars","-"
"465",13,"Will Dissly",FA,"TE90","-","-","-","-","-"
"466",13,"Miles Davis",CAR,"RB145","5","-","-","1 out of 5 stars","-"
"467",13,"Khalil Dinkins",SF,"TE91","8","-","-","3 out of 5 stars","-"
"468",13,"Elijah Tau-Tolliver",BAL,"RB146","13","-","-","3 out of 5 stars","-"
"469",13,"Kalel Mullings",TEN,"RB147","9","-","-","3 out of 5 stars","-"
"470",13,"Drew Sample",CIN,"TE92","6","-","-","3 out of 5 stars","-"
"471",13,"Raheem Mostert",LV,"RB148","13","-","-","2 out of 5 stars","-"
"472",13,"Alexander Mattison",FA,"RB149","-","-","-","-","-"
"473",13,"Lew Nichols III",PIT,"RB150","9","-","-","2 out of 5 stars","-"
"474",13,"Ulysses Bentley IV",IND,"RB151","13","-","-","4 out of 5 stars","-"
"475",13,"Elijah Moore",PHI,"WR184","10","-","-","4 out of 5 stars","-"
"476",13,"Juice Wells Jr.",ATL,"WR185","11","-","-","3 out of 5 stars","-"
"477",13,"Ahmani Marshall",CLE,"RB152","11","-","-","3 out of 5 stars","-"
"478",13,"Nathan Carter",ATL,"RB153","11","-","-","2 out of 5 stars","-"
"479",13,"Cash Jones",ATL,"RB154","11","-","-","2 out of 5 stars","-"
"480",13,"Dohnte Meyers",CIN,"WR186","6","-","-","4 out of 5 stars","-"
"481",13,"Brock Wright",DET,"TE93","6","-","-","3 out of 5 stars","-"
"482",13,"Davis Allen",LAR,"TE94","11","-","-","4 out of 5 stars","-"
"483",13,"Payne Durham",TB,"TE95","10","-","-","2 out of 5 stars","-"
"484",13,"Cam Akers",FA,"RB155","-","-","-","-","-"
"485",13,"Tyler Badie",DEN,"RB156","10","-","-","2 out of 5 stars","-"
"486",13,"Ben Sims",MIA,"TE96","6","-","-","5 out of 5 stars","-"
"487",13,"Brandin Cooks",FA,"WR187","-","-","-","-","-"
"488",13,"Brevyn Spann-Ford",DAL,"TE97","14","-","-","2 out of 5 stars","-"
"489",13,"Anderson Castle",IND,"RB157","13","-","-","4 out of 5 stars","-"
"490",13,"Luke Farrell",SF,"TE98","8","-","-","3 out of 5 stars","-"
"491",13,"Kenny McIntosh",FA,"RB158","-","-","-","-","-"
"492",13,"Blake Whiteheart",CLE,"TE99","11","-","-","3 out of 5 stars","-"
"493",13,"Sincere McCormick",SF,"RB159","8","-","-","2 out of 5 stars","-"
"494",13,"Eric Gray",NYG,"RB160","8","-","-","4 out of 5 stars","-"
"495",13,"Raheem Blackshear",DET,"RB161","6","-","-","5 out of 5 stars","-"
"496",13,"Craig Reynolds",WAS,"RB162","7","-","-","4 out of 5 stars","-"
"497",13,"Jermar Jefferson",MIN,"RB163","6","-","-","4 out of 5 stars","-"
"498",13,"JaMycal Hasty",NE,"RB164","11","-","-","2 out of 5 stars","-"
"499",13,"Salvon Ahmed",CHI,"RB165","10","-","-","2 out of 5 stars","-"
"500",13,"Diontae Johnson",FA,"WR188","-","-","-","-","-"
"501",13,"Mecole Hardman Jr.",BUF,"WR189","7","-","-","4 out of 5 stars","-"
"502",13,"Anthony Hankerson",SEA,"RB166","11","-","-","4 out of 5 stars","-"
"503",13,"JuJu Smith-Schuster",FA,"WR190","-","-","-","-","-"
"504",13,"Vinny Anthony II",ATL,"WR191","11","-","-","3 out of 5 stars","-"
"505",13,"Curtis Samuel",FA,"WR192","-","-","-","-","-"
"506",13,"Velus Jones Jr.",SEA,"WR193","11","-","-","3 out of 5 stars","-"
"507",13,"Jake Browning",TB,"QB49","10","-","-","2 out of 5 stars","-"
"508",13,"J. Michael Sturdivant",GB,"WR194","11","-","-","5 out of 5 stars","-"
"509",13,"Isaiah Hodgins",NYG,"WR195","8","-","-","4 out of 5 stars","-"
"510",13,"Montorie Foster Jr.",SEA,"WR196","11","-","-","3 out of 5 stars","-"
"511",13,"Michael Briscoe",MIN,"WR197","6","-","-","5 out of 5 stars","-"
"512",13,"Ricky White III",SEA,"WR198","11","-","-","3 out of 5 stars","-"
"513",13,"Owen Wright",HOU,"RB167","8","-","-","4 out of 5 stars","-"
"514",13,"Joshua Cephus",FA,"WR199","-","-","-","-","-"
"515",13,"Tahj Washington",MIA,"WR200","6","-","-","3 out of 5 stars","-"
"516",13,"Deontay Burnett",FA,"WR201","-","-","-","-","-"
"517",13,"Coleman Owen",IND,"WR202","13","-","-","4 out of 5 stars","-"
"518",13,"Jared Wayne",HOU,"WR203","8","-","-","3 out of 5 stars","-"
"519",13,"Josh Cameron",JAC,"WR204","7","-","-","4 out of 5 stars","-"
"520",13,"Maurice Alexander",CHI,"WR205","10","-","-","3 out of 5 stars","-"
"521",13,"Casey Washington",CAR,"WR206","5","-","-","2 out of 5 stars","-"
"522",13,"Bub Means",NO,"WR207","8","-","-","3 out of 5 stars","-"
"523",13,"Quentin Skinner",BUF,"WR208","7","-","-","4 out of 5 stars","-"
"524",13,"Mason Tipton",NO,"WR209","8","-","-","3 out of 5 stars","-"
"525",13,"Kendric Pryor",CIN,"WR210","6","-","-","4 out of 5 stars","-"
"526",13,"Kevin Austin Jr.",NO,"WR211","8","-","-","3 out of 5 stars","-"
"527",13,"Quinn Ewers",MIA,"QB50","6","-","-","3 out of 5 stars","-280"
"528",13,"Drake Dabney",GB,"TE100","11","-","-","2 out of 5 stars","-"
"529",13,"Gardner Minshew II",ARI,"QB51","14","-","-","2 out of 5 stars","-"
"530",13,"Jordan Watkins",SF,"WR212","8","-","-","2 out of 5 stars","-"
"531",13,"Tyson Bagent",CHI,"QB52","10","-","-","3 out of 5 stars","-261"
"532",13,"Anthony Gould",IND,"WR213","13","-","-","4 out of 5 stars","-"
"533",13,"Michael Bandy",DEN,"WR214","10","-","-","2 out of 5 stars","-"
"534",13,"Jaheim Bell",PIT,"TE101","9","-","-","2 out of 5 stars","-"
"535",13,"Davis Mills",HOU,"QB53","8","-","-","4 out of 5 stars","-"
"536",13,"K.J. Osborn",TEN,"WR215","9","-","-","3 out of 5 stars","-"
"537",13,"Dominic Lovett",DET,"WR216","6","-","-","4 out of 5 stars","-"
"538",13,"Jonathan Mingo",DAL,"WR217","14","-","-","2 out of 5 stars","-"
"539",13,"DeeJay Dallas",JAC,"RB168","7","-","-","4 out of 5 stars","-"
"540",13,"Jermaine Burton",FA,"WR218","-","-","-","-","-"
"541",13,"Arian Smith",NYJ,"WR219","13","-","-","4 out of 5 stars","-"
"542",13,"Terrace Marshall Jr.",MIA,"WR220","6","-","-","3 out of 5 stars","-"
"543",13,"Spencer Rattler",NO,"QB54","8","-","-","3 out of 5 stars","-"
"544",13,"Trey Lance",LAC,"QB55","7","-","-","2 out of 5 stars","-"
"545",13,"Skyy Moore",GB,"WR221","11","-","-","5 out of 5 stars","-"
"546",13,"Jalen Milroe",SEA,"QB56","11","-","-","4 out of 5 stars","-"
"547",13,"Kameron Johnson",TB,"WR222","10","-","-","4 out of 5 stars","-"
"548",13,"Darius Cooper",PHI,"WR223","10","-","-","4 out of 5 stars","-"
"549",13,"Tyler Scott",LAR,"WR224","11","-","-","1 out of 5 stars","-"
"550",13,"Tyler Huntley",BAL,"QB57","13","-","-","3 out of 5 stars","-"
"551",13,"Drew Allar",PIT,"QB58","9","-","-","2 out of 5 stars","-"
"552",13,"Tyrell Shavers",BUF,"WR225","7","-","-","4 out of 5 stars","-"
"553",13,"Bauer Sharp",TB,"TE102","10","-","-","2 out of 5 stars","-"
"554",13,"Taylen Green",CLE,"QB59","11","-","-","4 out of 5 stars","-"
"555",13,"Nikko Remigio",KC,"WR226","5","-","-","2 out of 5 stars","-"
"556",13,"Josh Williams",TB,"RB169","10","-","-","2 out of 5 stars","-"
"557",13,"David Moore",CAR,"WR227","5","-","-","2 out of 5 stars","-"
"558",13,"Seydou Traore",MIA,"TE103","6","-","-","5 out of 5 stars","-"
"559",13,"Joe Royer",CLE,"TE104","11","-","-","3 out of 5 stars","-"
"560",13,"Ben Skowronek",PIT,"WR228","9","-","-","3 out of 5 stars","-"
"561",13,"Jared Wiley",KC,"TE105","5","-","-","4 out of 5 stars","-"
"562",13,"Thomas Fidone II",NYG,"TE106","8","-","-","3 out of 5 stars","-"
"563",13,"Josh Whyle",GB,"TE107","11","-","-","2 out of 5 stars","-"
"564",13,"Malachi Corley",CLE,"WR229","11","-","-","3 out of 5 stars","-"
"565",13,"Kaden Wetjen",PIT,"WR230","9","-","-","3 out of 5 stars","-"
